Material_ID,Material_Name,Category,Density_kg_m3,Tensile_Strength_MPa,CO2_Emission_kg,Cost_per_kg,Biodegradable,biodegradable_flag,category_encoded,Density_kg_m3_norm,Tensile_Strength_MPa_norm,CO2_Emission_kg_norm,Cost_per_kg_norm,co2_impact_index,cost_efficiency_index,material_suitability_score,sustainability_rank,eco_grade
286,Waterproof Hemp Composite,Eco,1218,50.31,1.107,3.5,Yes,1,0,0.10292107960368978,0.0694274936203262,0.06562959006542929,0.12532865907099036,0.9573,0.0,0.5386,228,B
287,UV-Stabilized Seaweed Film,Eco,1010,15.87,0.231,5.39,Yes,1,0,0.08515544926545951,0.021663153223122157,0.007143810922686606,0.2081507449605609,0.9954,0.0,0.5442,128,B
288,Perforated Kraft Paper,Paper,700,38.88,0.778,1.18,Yes,1,3,0.05867782712675094,0.053575391101741934,0.04366404059286954,0.023663453111305875,0.9716,0.0,0.5449,119,B
289,Laminated Steel Strap,Metal,8861,495.75,2.685,1.74,No,0,2,0.7557225828493338,0.6872018195939199,0.17098411002804112,0.048203330411919376,0.5389,0.0,0.3505,342,C
290,Medical-Grade Tissue Paper,Paper,250,1.2,0.959,4.49,Yes,1,3,0.020242569183464298,0.0013175413291911684,0.05574843103218053,0.16871165644171782,0.9638,0.0,0.5356,254,B
291,Woven Jute Burlap,Eco,1443,39.34,0.555,1.57,Yes,1,0,0.1221387085753331,0.05421335848219239,0.028775537454933907,0.040753724802804564,0.9813,0.0,0.5421,166,B
292,Reinforced Styrofoam (EPS),Plastic,29,0.58,3.504,1.88,No,0,4,0.001366586949094636,0.00045767225119272163,0.22566430765122178,0.05433829973707274,0.5033,0.0,0.2761,499,D
293,Fire-Retardant Steel Strap,Metal,8490,435.4,2.573,1.78,No,0,2,0.7240348479672019,0.6035032730500388,0.16350647616504205,0.04995617879053463,0.5437,0.0,0.3386,348,C
294,Fire-Retardant Teflon Coating,Plastic,2410,27.39,10.359,11.95,No,0,4,0.2047318073112402,0.037640075446577166,0.6833355588196021,0.4956178790534619,0.2058,0.0,0.1591,582,D
295,Laminated Acrylic Sheet,Plastic,1341,86.78,4.701,3.62,No,0,4,0.1134267167748548,0.12000721180517032,0.30558151956202423,0.13058720420683612,0.4514,0.0,0.2706,519,D
296,Fire-Retardant Aluminum Foil,Metal,2859,47.65,15.016,5.78,No,0,2,0.2430816535702084,0.06573837789859092,0.9942582454266256,0.22524101665205962,0.0037,0.0,0.0901,600,D
297,Recycled Corrugated Cardboard,Paper,610,5.49,0.549,0.73,Yes,1,3,0.050990775538093606,0.00726728059469655,0.028374949926558958,0.003943908851884316,0.9816,0.0003,0.54,206,B
298,Insulated ABS Plastic,Plastic,496,22.87,3.545,3.05,No,0,4,0.04125384352579432,0.031371352490846556,0.22840165576178392,0.10560911481156879,0.5015,0.0,0.2777,494,D
299,Laminated Tissue Paper,Paper,274,1.2,1.038,2.1,Yes,1,3,0.022292449607106253,0.0013175413291911684,0.06102283348911738,0.06397896581945663,0.9603,0.0,0.5341,272,B
300,Waterproof Kraft Paper,Paper,889,50.53,0.889,1.33,Yes,1,3,0.07482063546293133,0.06973260845445468,0.05107490986780611,0.03023663453111306,0.9668,0.0,0.5448,121,B
301,Industrial-Grade Balsa Wood,Wood,182,12.41,0.455,3.98,Yes,1,5,0.014434574649812093,0.016864529013646955,0.02209907864868474,0.14636283961437338,0.9856,0.0,0.5469,69,B
302,Waterproof ABS Plastic,Plastic,1153,40.3,3.435,2.42,No,0,4,0.09736932012299282,0.0555447686674803,0.22105755107490985,0.07800175284837862,0.5063,0.0,0.2786,488,D
303,Medical-Grade ABS Plastic,Plastic,1022,47.19,3.657,5.9,No,0,4,0.08618038947728049,0.06510041051814046,0.235879289624783,0.2304995617879054,0.4967,0.0,0.2782,491,D
304,Food-Grade Palm Leaf,Eco,499,14.96,0.399,1.8,Yes,1,0,0.04151007857874957,0.02040108731831799,0.018360261717185203,0.050832602979842254,0.9881,0.0,0.5458,101,B
305,Laminated Polyurethane Foam,Plastic,32,0.58,3.779,2.31,No,0,4,0.0016228220020498803,0.00045767225119272163,0.244024569368407,0.07318141980718669,0.4914,0.0,0.2719,515,D
306,Heavy-Duty Bamboo Sheet,Wood,868,60.09,0.687,2.8,Yes,1,5,0.07302699009224461,0.08299123488294687,0.0375884630791828,0.09465381244522349,0.9756,0.0,0.5508,24,B
307,Food-Grade Hemp Composite,Eco,1116,50.74,1.015,4.41,Yes,1,0,0.09420908780321148,0.07002385443248642,0.05948724796368005,0.1652059596844873,0.9613,0.0,0.541,185,B
308,Anti-Static Hardboard,Wood,937,31.22,0.801,2.62,Yes,1,5,0.07892039631021523,0.042951847331632084,0.04519962611830685,0.08676599474145487,0.9706,0.0,0.5404,198,B
309,Heavy-Duty PET Plastic,Plastic,1767,75.86,2.601,1.52,No,0,4,0.1498120942944995,0.10486242094752025,0.1653758846307918,0.03856266432953549,0.5425,0.0,0.2959,408,D
310,Food-Grade Hardboard,Wood,883,29.42,0.686,2.65,Yes,1,5,0.07430816535702084,0.040455453234217245,0.03752169849112031,0.0880806310254163,0.9756,0.0,0.5421,167,B
311,Double-Wall Teflon Coating,Plastic,3309,45.12,11.231,12.84,No,0,4,0.28151691151349506,0.06222955730611339,0.7415542796100948,0.5346187554776511,0.168,0.0,0.1431,587,D
312,Double-Wall Bubble Wrap (LDPE),Plastic,1399,18.25,4.116,3.57,No,0,4,0.11838059446532286,0.024963940974148453,0.2665242355454666,0.12839614373356706,0.4768,0.0,0.26,541,D
313,Double-Wall Hardboard,Wood,1315,52.62,0.955,2.81,Yes,1,5,0.11120601298257601,0.07263119937867525,0.055481372679930564,0.0950920245398773,0.9639,0.0,0.5408,190,B
314,Commercial-Grade Hardboard,Wood,928,30.92,0.722,1.95,Yes,1,5,0.0781516911513495,0.04253578164872961,0.03992522366137001,0.05740578439964944,0.974,0.0,0.5416,177,B
315,Industrial-Grade Teflon Coating,Plastic,2513,31.15,9.138,9.14,No,0,4,0.2135292107960369,0.04285476533895484,0.6018159967952997,0.37248028045574066,0.2588,0.0,0.1778,573,D
316,Recycled Cotton Canvas,Eco,1525,36.6,0.915,2.01,Yes,1,0,0.12914246668944313,0.050413291911683124,0.0528107891574309,0.0600350569675723,0.9657,0.0,0.5352,260,B
317,Commercial-Grade Aluminum Foil,Metal,2826,47.09,12.558,4.4,No,0,2,0.24026306798770072,0.06496172195717298,0.8301508879690211,0.1647677475898335,0.1104,0.0,0.1276,591,D
318,Commercial-Grade Kraft Paper,Paper,805,50.31,0.805,1.16,Yes,1,3,0.06764605398018449,0.0694274936203262,0.045466684470556816,0.02278702892199825,0.9704,0.0,0.5468,74,B
319,Food-Grade PVC Film,Plastic,1267,43.85,2.436,2.63,No,0,4,0.10710625213529211,0.060468212581826254,0.1543597276004807,0.08720420683610867,0.5497,0.0,0.2938,421,D
320,Recycled PVC Film,Plastic,1279,39.86,1.476,1.59,No,0,4,0.10813119234711309,0.05493453899922334,0.0902657230604887,0.04163014899211219,0.5913,0.0,0.3071,374,C
321,Industrial-Grade Hardboard,Wood,1006,36.58,0.782,2.01,Yes,1,5,0.08481380252818585,0.050385554199489625,0.04393109894511951,0.0600350569675723,0.9714,0.0,0.5416,178,B
322,Laminated ABS Plastic,Plastic,1173,49.2,4.131,2.87,No,0,4,0.09907755380936112,0.06788805059358705,0.26752570436640405,0.0977212971078002,0.4761,0.0,0.2703,520,D
323,Double-Wall Mushroom Mycelium,Eco,232,1.48,0.722,5.77,Yes,1,0,0.018705158865732832,0.0017058692999001443,0.03992522366137001,0.22480280455740578,0.974,0.0,0.5394,216,B
324,Waterproof Sheep Wool,Eco,1386,9.69,0.533,3.72,Yes,1,0,0.11727024256918346,0.013092200155331189,0.027306716517559088,0.13496932515337426,0.9823,0.0,0.5347,265,B
325,Medical-Grade Balsa Wood,Wood,156,11.7,0.468,10.24,Yes,1,5,0.01221387085753331,0.015879840230777764,0.022967018293497128,0.42068361086765993,0.9851,0.0,0.5467,78,B
326,Fire-Retardant Cornstarch Foam,Eco,44,0.55,1.565,3.01,Yes,1,0,0.0026477622138708573,0.0004160656829024743,0.09620777139805047,0.10385626643295354,0.9375,0.0,0.5279,320,B
327,Anti-Static PLA Bioplastic,Eco,1228,59.44,1.961,3.88,Yes,1,0,0.10377519644687393,0.08208975923665816,0.12264654827079716,0.14198071866783524,0.9203,0.0,0.5281,316,B
328,Fire-Retardant Bagasse (Sugarcane),Eco,129,21.45,0.38,2.19,Yes,1,0,0.009907755380936112,0.02940197492510818,0.017091734543997865,0.06792287467134094,0.9889,0.0,0.551,19,B
329,Reinforced Hardboard,Wood,1101,45.89,0.785,2.39,Yes,1,5,0.09292791253843526,0.06329745922556308,0.04413139270930699,0.0766871165644172,0.9713,0.0,0.5433,144,B
330,Fire-Retardant ABS Plastic,Plastic,1107,42.58,3.9,2.9,No,0,4,0.09344038264434575,0.058706867857539105,0.25210308452396846,0.09903593339176162,0.4861,0.0,0.2725,513,D
331,Perforated Steel Strap,Metal,7197,328.07,2.05,1.35,No,0,2,0.6135975401434917,0.45464884056363036,0.1285885966083589,0.031113058720420687,0.5664,0.0,0.3278,351,C
332,Standard Wax Paper,Paper,918,15.3,1.122,1.22,Yes,1,3,0.07729757430816535,0.02087262842560746,0.06663105888636667,0.025416301489921127,0.9567,0.0,0.5313,294,B
333,Standard Styrofoam (EPS),Plastic,24,0.39,3.207,1.46,No,0,4,0.0009395285275025625,0.00019416398535448796,0.20583522499666174,0.03593339176161263,0.5162,0.0,0.2806,477,D
334,Reinforced Corrugated Cardboard,Paper,705,8.82,0.97,1.02,Yes,1,3,0.05910488554834301,0.011885609674914015,0.05648284150086793,0.016652059596844876,0.9633,0.0001,0.5336,275,B
335,Reinforced ABS Plastic,Plastic,1225,58.91,3.348,2.55,No,0,4,0.10351896139391868,0.08135470986353045,0.21524903191347305,0.08369851007887817,0.5101,0.0,0.2845,456,D
336,Commercial-Grade Teflon Coating,Plastic,2112,24.0,7.681,8.06,No,0,4,0.1792791253843526,0.03293853322977921,0.5045399919882494,0.32515337423312884,0.322,0.0,0.2014,559,D
337,Insulated Borosilicate Glass,Glass,1150,37.14,1.362,4.95,No,0,1,0.09711308507003757,0.05116221014090758,0.08265456002136466,0.1888694127957932,0.5963,0.0,0.3092,368,C
338,Heavy-Duty PLA Bioplastic,Eco,1690,88.07,2.265,4.11,Yes,1,0,0.14323539460198154,0.12179629424165095,0.14294298304179462,0.15205959684487294,0.9071,0.0,0.5275,321,B
339,Single-Ply Bamboo Sheet,Wood,636,31.82,0.545,1.7,Yes,1,5,0.053211479330372395,0.04378397869743703,0.028107891574308992,0.046450482033304125,0.9817,0.0,0.547,66,B
340,Commercial-Grade Wax Paper,Paper,890,14.84,1.088,1.25,Yes,1,3,0.07490604714724974,0.020234661045156997,0.06436106289224196,0.026730937773882565,0.9582,0.0,0.5319,289,B
341,Laminated Hardboard,Wood,972,35.35,0.894,2.47,Yes,1,5,0.08190980526135976,0.04867968489958949,0.05140873280811857,0.0801928133216477,0.9666,0.0,0.5399,209,B
342,Anti-Static Tissue Paper,Paper,253,1.01,0.891,2.13,Yes,1,3,0.020498804236419543,0.0010540330633529349,0.051208439043931096,0.06529360210341806,0.9667,0.0,0.5365,245,B
343,Fire-Retardant Corrugated Cardboard,Paper,658,6.58,1.167,1.2,Yes,1,3,0.05509053638537752,0.008778985909242207,0.06963546534917879,0.0245398773006135,0.9547,0.0,0.5304,304,B
344,Reinforced Wax Paper,Paper,1120,23.34,1.255,1.62,Yes,1,3,0.09455073454048514,0.032023188727393764,0.07551074909867804,0.04294478527607362,0.9509,0.0,0.5298,307,B
345,Lightweight Borosilicate Glass,Glass,1739,46.8,0.965,2.63,No,0,1,0.14742056713358387,0.06455952513036724,0.05614901856055548,0.08720420683610867,0.6135,0.0,0.3129,355,C
346,Industrial-Grade Polycarbonate,Plastic,1321,78.03,4.182,3.08,No,0,4,0.1117184830884865,0.10787196272051482,0.27093069835759115,0.10692375109553023,0.4739,0.0,0.2763,497,D
347,Standard Acrylic Sheet,Plastic,1172,69.51,3.475,2.48,No,0,4,0.0989921421250427,0.09605569732608456,0.22372813459740953,0.0806310254163015,0.5046,0.0,0.2859,449,D
348,Anti-Static Mushroom Mycelium,Eco,151,0.81,0.554,4.93,Yes,1,0,0.011786812435941235,0.0007766559414179521,0.028708772866871415,0.18799298860648553,0.9813,0.0,0.5424,158,B
349,Woven Wax Paper,Paper,981,19.32,1.199,1.55,Yes,1,3,0.08267851042022549,0.026447908576500614,0.07177193216717852,0.03987730061349694,0.9533,0.0,0.5307,299,B
350,Industrial-Grade Tissue Paper,Paper,280,1.22,0.897,1.68,Yes,1,3,0.022804919713016743,0.0013452790413846667,0.05160902657230605,0.0455740578439965,0.9665,0.0,0.5363,249,B
351,Anti-Static Nylon Fabric,Plastic,1095,57.11,5.235,4.0,No,0,4,0.09241544243252477,0.07885831576611561,0.34123380958739485,0.147239263803681,0.4282,0.0,0.2564,543,D
352,Anti-Static Steel Strap,Metal,7792,399.61,2.198,1.68,No,0,2,0.6644174923129484,0.5538666370797737,0.13846975564160768,0.0455740578439965,0.56,0.0,0.3403,347,C
353,Waterproof Glass Jar,Glass,2670,48.54,0.854,1.75,No,0,1,0.22693884523402802,0.0669727060912016,0.048738149285618905,0.04864154250657318,0.6183,0.0,0.3071,375,C
354,Single-Ply Tissue Paper,Paper,233,0.72,0.745,1.24,Yes,1,3,0.018790570550051247,0.0006518362365472096,0.041460809186807314,0.026292725679228753,0.9731,0.0,0.5388,226,B
355,Single-Ply Molded Pulp,Paper,280,1.45,0.653,0.83,Yes,1,3,0.022804919713016743,0.001664262731609897,0.035318467085058085,0.008326029798422438,0.977,0.0001,0.54,207,B
356,Recycled Molded Pulp,Paper,285,1.71,0.399,0.86,Yes,1,3,0.023231978134608814,0.0020248529901253746,0.018360261717185203,0.009640666082383877,0.9881,0.0001,0.5439,137,B
357,Medical-Grade Acrylic Sheet,Plastic,1185,84.38,4.219,7.53,No,0,4,0.1001024940211821,0.11667868634195051,0.2734009881159033,0.3019281332164768,0.4723,0.0,0.2786,489,D
358,Insulated Glass Jar,Glass,1206,28.94,0.926,2.31,No,0,1,0.10189613939186881,0.03978974814157329,0.05354519962611831,0.07318141980718669,0.6152,0.0,0.3131,354,C
359,Double-Wall Nylon Fabric,Plastic,1789,112.01,7.26,4.98,No,0,4,0.15169115134950462,0.1549983357372684,0.4764321004139404,0.19018404907975464,0.3403,0.0,0.2349,552,D
360,Industrial-Grade Nylon Fabric,Plastic,1229,69.97,5.345,3.21,No,0,4,0.10386060813119234,0.09669366470653501,0.3485779142742689,0.1126205083260298,0.4234,0.0,0.2571,542,D
361,Double-Wall Jute Burlap,Eco,1917,53.09,0.688,1.89,Yes,1,0,0.1626238469422617,0.07328303561522247,0.037655227667245286,0.05477651183172656,0.9755,0.0,0.5398,210,B
362,Single-Ply PLA Bioplastic,Eco,1165,43.83,1.69,2.34,Yes,1,0,0.0983942603348138,0.06044047486963275,0.10455334490586192,0.07449605609114812,0.932,0.0,0.5284,314,B
363,UV-Stabilized Cork Sheet,Wood,238,5.45,0.357,5.55,Yes,1,5,0.019217628971643322,0.007211805170309553,0.015556149018560552,0.2151621384750219,0.9899,0.0,0.546,97,B
364,Laminated Glass Jar,Glass,2843,62.04,1.075,2.17,No,0,1,0.24171506662111378,0.08569566182181294,0.06349312324742955,0.06704645048203331,0.6087,0.0,0.306,377,C
365,Perforated Balsa Wood,Wood,143,7.93,0.396,3.82,Yes,1,5,0.011103518961393917,0.01065128148230334,0.01815996795299773,0.13935144609991237,0.9882,0.0,0.5469,70,B
366,Heavy-Duty Polycarbonate,Plastic,1571,91.61,4.591,3.95,No,0,4,0.13307140416809018,0.12670586929990016,0.2982374148751502,0.14504820333041193,0.4561,0.0,0.2717,517,D
367,Commercial-Grade Bagasse (Sugarcane),Eco,123,20.43,0.306,1.61,Yes,1,0,0.009395285275025624,0.027987351603239768,0.01215115502737348,0.042506573181419816,0.9921,0.0,0.5519,10,B
368,Laminated Cornstarch Foam,Eco,42,0.57,1.488,2.67,Yes,1,0,0.0024769388452340283,0.0004438033950959725,0.0910668981172386,0.08895705521472393,0.9408,0.0,0.5291,310,B
369,Lightweight Teflon Coating,Plastic,1700,19.31,6.953,6.95,No,0,4,0.14408951144516569,0.02643403972040386,0.4559353718787555,0.2765118317265557,0.3536,0.0,0.2146,554,D
370,Double-Wall Balsa Wood,Wood,249,18.66,0.581,5.81,Yes,1,5,0.020157157499145883,0.02553256407411517,0.030511416744558685,0.226555652936021,0.9802,0.0,0.5462,92,B
371,Laminated Corrugated Cardboard,Paper,656,7.16,1.163,1.11,Yes,1,3,0.05491971301674069,0.009583379562853657,0.06936840699692882,0.020595968448729192,0.9549,0.0,0.5306,300,B
372,Double-Wall Borosilicate Glass,Glass,3284,106.02,1.512,4.71,No,0,1,0.2793816194055347,0.14669089093531565,0.09266924823073841,0.1783523225241017,0.5898,0.0,0.3078,372,C
373,Recycled Cork Sheet,Wood,249,4.67,0.187,3.74,Yes,1,5,0.020157157499145883,0.00613003439476312,0.004206169047936973,0.13584574934268187,0.9973,0.0,0.5483,47,B
374,Woven Nylon Fabric,Plastic,1303,80.32,5.664,4.02,No,0,4,0.11018107277075503,0.11104793076667036,0.3698758178662037,0.1481156879929886,0.4096,0.0,0.2546,546,D
375,Reinforced Steel Strap,Metal,9125,584.93,2.145,1.52,No,0,2,0.7782712675093952,0.8108842782647286,0.13493123247429561,0.03856266432953549,0.5623,0.0,0.3812,339,C
376,Commercial-Grade Palm Leaf,Eco,498,14.93,0.398,1.25,Yes,1,0,0.04142466689443115,0.02035948075002774,0.01829349712912271,0.026730937773882565,0.9881,0.0,0.5458,102,B
377,Food-Grade Balsa Wood,Wood,167,10.47,0.419,5.5,Yes,1,5,0.013153399385035873,0.014173970930877624,0.019695553478435032,0.21297107800175286,0.9872,0.0,0.547,67,B
378,Reinforced Borosilicate Glass,Glass,2781,93.53,1.257,4.05,No,0,1,0.23641954219337205,0.129368689670476,0.07564427827480302,0.14943032427695005,0.6008,0.0,0.3125,356,C
379,Lightweight Pine Wood Crate,Wood,403,28.18,0.453,1.81,Yes,1,5,0.033310556884181754,0.03873571507822035,0.021965549472559756,0.05127081507449606,0.9857,0.0,0.5494,33,B
380,Fire-Retardant Borosilicate Glass,Glass,2496,67.16,1.455,4.58,No,0,1,0.21207721216262385,0.0927965161433485,0.08886366671117639,0.17265556529360213,0.5922,0.0,0.3046,380,C
381,Fire-Retardant Molded Pulp,Paper,318,2.12,0.878,1.45,Yes,1,3,0.026050563717116504,0.0025934760900920895,0.05034049939911871,0.03549517966695881,0.9673,0.0,0.5365,246,B
382,Fire-Retardant Jute Burlap,Eco,1480,34.15,0.673,1.86,Yes,1,0,0.12529894089511445,0.04701542216797958,0.03665375884630792,0.05346187554776513,0.9762,0.0,0.5385,230,B
383,Double-Wall Cork Sheet,Wood,374,9.34,0.436,6.64,Yes,1,5,0.03083361803894773,0.01260679019194497,0.020830551475497394,0.26292725679228746,0.9865,0.0,0.5447,122,B
384,UV-Stabilized Molded Pulp,Paper,298,2.18,0.833,1.39,Yes,1,3,0.02434233003074821,0.0026766892266725847,0.04733609293630658,0.03286590709903593,0.9692,0.0,0.5373,240,B
385,Medical-Grade Polyurethane Foam,Plastic,30,0.59,3.546,5.02,No,0,4,0.0014519986334130509,0.0004715411072894708,0.2284684203498464,0.19193689745836984,0.5015,0.0,0.2755,501,D
386,Anti-Static Polycarbonate,Plastic,1236,66.95,4.306,4.04,No,0,4,0.10445848992142125,0.09250527016531677,0.27920950727734006,0.14899211218229624,0.4685,0.0,0.272,514,D
387,Perforated Pine Wood Crate,Wood,436,27.16,0.485,2.13,Yes,1,5,0.03612914246668944,0.03732109175635193,0.024102016290559483,0.06529360210341806,0.9843,0.0,0.5484,45,B
388,Double-Wall PLA Bioplastic,Eco,1917,111.28,2.597,4.62,Yes,1,0,0.1626238469422617,0.1539859092422057,0.16510882627854184,0.17440841367221738,0.8927,0.0,0.527,324,B
389,Perforated PVC Film,Plastic,1185,36.46,2.532,2.01,No,0,4,0.1001024940211821,0.05021912792632864,0.1607691280544799,0.0600350569675723,0.5455,0.0,0.291,433,D
390,UV-Stabilized HDPE Container,Plastic,976,28.25,2.342,1.87,No,0,4,0.08225145199863342,0.03883279707089759,0.14808385632260648,0.05390008764241894,0.5537,0.0,0.2933,424,D
391,Waterproof Wax Paper,Paper,1035,15.68,1.265,1.51,Yes,1,3,0.08729074137341988,0.021399644957283925,0.07617839497930295,0.03812445223488169,0.9505,0.0,0.5282,315,B
392,Fire-Retardant Plywood,Wood,741,45.57,0.808,3.88,Yes,1,5,0.062179706183805944,0.0628536558304671,0.0456669782347443,0.14198071866783524,0.9703,0.0,0.546,98,B
393,Lightweight Bamboo Sheet,Wood,576,37.0,0.555,1.94,Yes,1,5,0.048086778271267505,0.05096804615555309,0.028775537454933907,0.05696757230499562,0.9813,0.0,0.5488,42,B
394,Commercial-Grade Borosilicate Glass,Glass,2174,58.5,1.073,3.07,No,0,1,0.1845746498120943,0.08078608676356375,0.06335959407130456,0.10648553900087643,0.6088,0.0,0.3108,359,C
395,Medical-Grade Recycled Denim,Eco,291,5.82,0.699,4.66,Yes,1,0,0.023744448240519304,0.007724952845889271,0.0383896381359327,0.17616126205083263,0.975,0.0,0.5404,199,B
396,Woven ABS Plastic,Plastic,1184,53.82,3.529,2.69,No,0,4,0.10001708233686368,0.07429546211028515,0.22733342235278406,0.08983347940403155,0.5022,0.0,0.2806,478,D
397,Medical-Grade Styrofoam (EPS),Plastic,25,0.48,3.942,4.48,No,0,4,0.001024940211820977,0.0003189836902252302,0.25490719722259314,0.168273444347064,0.4843,0.0,0.2695,522,D
398,Perforated Polycarbonate,Plastic,1062,51.15,3.738,3.03,No,0,4,0.08959685685001707,0.07059247753245312,0.24128722125784482,0.10473269062226118,0.4932,0.0,0.2778,493,D
399,Industrial-Grade Cotton Canvas,Eco,1683,48.97,1.683,2.47,Yes,1,0,0.14263751281175263,0.06756906690336181,0.10408599278942449,0.0801928133216477,0.9323,0.0,0.5256,328,B
400,Commercial-Grade Tissue Paper,Paper,241,0.96,0.772,1.52,Yes,1,3,0.019473864024598567,0.000984688782869189,0.04326345306449459,0.03856266432953549,0.9719,0.0,0.5384,231,B
401,Heavy-Duty Glass Jar,Glass,3390,73.01,1.001,2.19,No,0,1,0.2884352579432866,0.10090979695994676,0.05855254373080517,0.06792287467134094,0.6119,0.0,0.3055,379,C
402,UV-Stabilized ABS Plastic,Plastic,1059,44.79,3.787,2.85,No,0,4,0.08934062179706184,0.06177188505492067,0.24455868607290693,0.09684487291849256,0.491,0.0,0.2753,502,D
403,Standard Seaweed Film,Eco,1045,14.93,0.199,3.98,Yes,1,0,0.08814485821660403,0.02035948075002774,0.005007344104686874,0.14636283961437338,0.9967,0.0,0.5441,130,B
404,Woven Cotton Canvas,Eco,1703,53.69,1.703,2.95,Yes,1,0,0.14434574649812093,0.07411516698102741,0.10542128455067432,0.1012269938650307,0.9315,0.0,0.5264,325,B
405,Recycled Pine Wood Crate,Wood,484,30.47,0.29,1.74,Yes,1,5,0.04022890331397335,0.0419116831243759,0.011082921618373614,0.048203330411919376,0.9928,0.0,0.5518,11,B
406,Waterproof Mushroom Mycelium,Eco,170,0.82,0.567,4.33,Yes,1,0,0.013409634437991116,0.0007905247975147011,0.029576712511683798,0.1617002629272568,0.9808,0.0,0.5421,168,B
407,Anti-Static Hemp Composite,Eco,1149,52.23,1.149,4.24,Yes,1,0,0.09702767338571916,0.07209031399090203,0.06843370276405394,0.1577563540753725,0.9555,0.0,0.5391,220,B
408,Lightweight PLA Bioplastic,Eco,999,48.34,1.631,2.54,Yes,1,0,0.08421592073795695,0.06669532896926662,0.10061423421017492,0.08326029798422437,0.9346,0.0,0.532,287,B
409,Woven Acrylic Sheet,Plastic,1282,89.9,3.803,3.21,No,0,4,0.10838742740006832,0.12433429490735605,0.2456269194819068,0.1126205083260298,0.4903,0.0,0.2856,451,D
410,Laminated Balsa Wood,Wood,184,12.53,0.543,5.12,Yes,1,5,0.014605398018448923,0.017030955286807946,0.027974362398184002,0.19631901840490798,0.9818,0.0,0.5456,106,B
411,Anti-Static Teflon Coating,Plastic,2283,25.94,9.132,11.62,No,0,4,0.1938845234028015,0.035629091312548544,0.6014154092669247,0.481156879929886,0.2591,0.0,0.1784,572,D
412,Insulated PVC Film,Plastic,665,27.64,3.071,2.95,No,0,4,0.05568841817560642,0.0379867968489959,0.1967552410201629,0.1012269938650307,0.5221,0.0,0.2848,455,D
413,Laminated Sheep Wool,Eco,1395,11.7,0.634,4.37,Yes,1,0,0.1180389477280492,0.015879840230777764,0.03404993991187075,0.16345311130587206,0.9779,0.0,0.5336,276,B
414,Perforated Tissue Paper,Paper,231,0.82,0.822,1.7,Yes,1,3,0.018619747181414417,0.0007905247975147011,0.04660168246761917,0.046450482033304125,0.9697,0.0,0.5377,236,B
415,Perforated Palm Leaf,Eco,468,12.49,0.416,1.37,Yes,1,0,0.03886231636487871,0.01697547986242095,0.019495259714247558,0.03198948290972831,0.9873,0.0,0.5451,116,B
416,Food-Grade Molded Pulp,Paper,308,2.06,0.72,1.54,Yes,1,3,0.025196446873932354,0.002510262953511595,0.03979169448524502,0.03943908851884312,0.9741,0.0,0.5389,224,B
417,Lightweight Steel Strap,Metal,6082,311.88,1.754,1.05,No,0,2,0.5183635121284592,0.4321951625429935,0.10882627854186139,0.017966695880806315,0.5793,0.0001,0.3374,349,C
418,Recycled Wax Paper,Paper,927,13.9,0.68,1.11,Yes,1,3,0.07806627946703108,0.018930988572062577,0.03712111096274536,0.020595968448729192,0.9759,0.0,0.5375,237,B
419,Perforated Nylon Fabric,Plastic,1064,49.35,5.141,3.39,No,0,4,0.0897676802186539,0.06809608343503828,0.3349579383095206,0.12050832602979844,0.4323,0.0,0.2559,544,D
420,Double-Wall Sheep Wool,Eco,1871,17.27,0.672,4.91,Yes,1,0,0.15869490946361461,0.023604793076667036,0.03658699425824543,0.18711656441717794,0.9762,0.0,0.5305,302,B
421,Waterproof Recycled Denim,Eco,316,4.79,0.632,1.84,Yes,1,0,0.025879740348479674,0.0062964606679241095,0.03391641073574576,0.052585451358457505,0.978,0.0,0.541,186,B
422,Insulated Nylon Fabric,Plastic,599,37.5,6.25,5.0,No,0,4,0.05005124701059105,0.05166148896039055,0.40899986647082387,0.19106047326906225,0.3842,0.0,0.2398,550,D
423,Single-Ply Cornstarch Foam,Eco,36,0.35,1.091,1.62,Yes,1,0,0.0019644687393235395,0.00013868856096749136,0.06456135665642943,0.04294478527607362,0.958,0.0,0.5351,262,B
424,Heavy-Duty Tissue Paper,Paper,335,1.44,0.99,2.17,Yes,1,3,0.027502562350529555,0.0016503938755131477,0.05781813326211777,0.06704645048203331,0.9624,0.0,0.5344,268,B
425,Insulated Pine Wood Crate,Wood,241,20.23,0.578,3.08,Yes,1,5,0.019473864024598567,0.027709974481304786,0.03031112298037121,0.10692375109553023,0.9803,0.0,0.5467,79,B
426,Anti-Static Kraft Paper,Paper,795,49.66,0.874,1.53,Yes,1,3,0.06679193713700034,0.0685260179740375,0.05007344104686874,0.03900087642418931,0.9675,0.0,0.5457,104,B
427,Waterproof Cotton Canvas,Eco,1678,40.69,1.678,2.69,Yes,1,0,0.14221045439016058,0.05608565405525352,0.10375216984911202,0.08983347940403155,0.9326,0.0,0.5234,333,B
428,Standard Aluminum Foil,Metal,2753,45.89,12.236,4.08,No,0,2,0.23402801503245643,0.06329745922556308,0.8086526906128989,0.1507449605609115,0.1244,0.0,0.1328,590,D
